customer_id,tenure_months,churn,contract_type,monthly_charges,support_tickets,payment_method,paperless_billing,partner,dependents,internet_service
CUST-10626,1,1,Month-to-month,183.57,1,Electronic check,Yes,No,No,DSL
CUST-10627,1,1,One year,65.23,2,Electronic check,Yes,No,No,Fiber optic
CUST-10628,2,1,Month-to-month,239.3,1,Electronic check,Yes,No,No,No
CUST-10629,3,1,Month-to-month,216.7,2,Electronic check,Yes,No,Yes,DSL
CUST-10630,1,1,One year,210.02,2,Electronic check,Yes,No,Yes,Fiber optic
CUST-10631,51,0,Two year,213.6,0,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10632,10,1,One year,235.54,2,Electronic check,Yes,Yes,No,DSL
CUST-10633,21,1,One year,157.85,1,Electronic check,Yes,No,No,No
CUST-10634,1,1,Month-to-month,89.06,1,Credit card (automatic),Yes,No,No,DSL
CUST-10635,14,1,Month-to-month,172.36,2,Bank transfer (automatic),No,Yes,Yes,Fiber optic
CUST-10636,15,0,One year,197.58,1,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-10637,2,1,Month-to-month,196.58,1,Electronic check,No,Yes,No,Fiber optic
CUST-10638,25,0,Month-to-month,153.29,0,Credit card (automatic),No,Yes,No,No
CUST-10639,4,1,Month-to-month,62.69,1,Bank transfer (automatic),No,Yes,No,No
CUST-10640,8,1,Month-to-month,123.22,2,Bank transfer (automatic),No,No,No,No
CUST-10641,3,1,Month-to-month,233.15,1,Credit card (automatic),Yes,No,No,DSL
CUST-10642,7,1,Month-to-month,165.89,3,Bank transfer (automatic),No,No,No,DSL
CUST-10643,6,1,Month-to-month,156.67,2,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10644,2,1,Month-to-month,102.77,0,Credit card (automatic),No,No,Yes,DSL
CUST-10645,25,0,Two year,122.69,0,Credit card (automatic),No,No,No,DSL
CUST-10646,27,1,One year,228.07,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-10647,29,1,One year,182.29,3,Bank transfer (automatic),No,No,No,DSL
CUST-10648,10,1,Two year,206.48,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-10649,3,1,Month-to-month,139.87,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10650,4,1,Month-to-month,175.05,2,Electronic check,Yes,No,No,No
CUST-10651,7,1,One year,98.68,2,Credit card (automatic),No,Yes,No,No
CUST-10652,50,0,One year,190.09,0,Bank transfer (automatic),No,Yes,Yes,DSL
CUST-10653,1,1,One year,134.52,2,Electronic check,No,Yes,No,Fiber optic
CUST-10654,3,1,Month-to-month,137.51,2,Credit card (automatic),Yes,Yes,No,No
CUST-10655,16,1,Month-to-month,178.86,0,Electronic check,Yes,Yes,No,DSL
CUST-10656,17,1,Month-to-month,236.26,0,Credit card (automatic),No,No,No,Fiber optic
CUST-10657,7,1,Month-to-month,61.8,1,Electronic check,Yes,No,No,DSL
CUST-10658,33,0,One year,213.95,1,Credit card (automatic),No,No,No,Fiber optic
CUST-10659,62,0,One year,107.48,1,Credit card (automatic),Yes,No,No,DSL
CUST-10660,7,1,Month-to-month,137.78,1,Bank transfer (automatic),Yes,No,Yes,No
CUST-10661,62,0,Two year,53.38,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10662,12,1,One year,109.21,3,Electronic check,No,No,No,Fiber optic
CUST-10663,8,1,Month-to-month,149.53,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10664,3,1,Month-to-month,60.24,3,Electronic check,Yes,No,Yes,Fiber optic
CUST-10665,6,1,Month-to-month,147.22,2,Electronic check,Yes,No,No,Fiber optic
CUST-10666,2,1,Month-to-month,234.42,3,Electronic check,Yes,Yes,No,Fiber optic
CUST-10667,1,1,Month-to-month,70.08,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10668,1,1,Month-to-month,201.89,4,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10669,1,1,Month-to-month,130.93,2,Electronic check,No,No,Yes,Fiber optic
CUST-10670,2,1,Month-to-month,180.03,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-10671,30,0,Two year,101.05,1,Electronic check,No,No,No,DSL
CUST-10672,24,1,Month-to-month,80.9,0,Credit card (automatic),No,Yes,No,DSL
CUST-10673,7,1,One year,81.09,1,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-10674,7,1,Month-to-month,63.1,1,Electronic check,Yes,Yes,No,DSL
CUST-10675,8,0,Two year,86.13,3,Bank transfer (automatic),No,No,No,No
CUST-10676,3,1,Month-to-month,181.84,1,Electronic check,Yes,No,No,No
CUST-10677,4,1,Month-to-month,225.34,0,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10678,48,0,Two year,211.83,2,Credit card (automatic),Yes,No,No,DSL
CUST-10679,11,0,Two year,186.03,0,Credit card (automatic),No,Yes,No,Fiber optic
CUST-10680,12,0,Two year,71.09,0,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-10681,4,1,Month-to-month,106.84,2,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-10682,5,1,Month-to-month,110.96,2,Electronic check,No,Yes,No,Fiber optic
CUST-10683,29,1,One year,98.99,1,Electronic check,Yes,No,Yes,DSL
CUST-10684,10,0,Two year,152.0,1,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10685,4,1,One year,156.11,0,Electronic check,Yes,Yes,Yes,DSL
CUST-10686,24,1,One year,120.38,1,Electronic check,Yes,No,Yes,Fiber optic
CUST-10687,9,1,Month-to-month,119.76,1,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-10688,20,1,One year,214.71,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10689,7,1,Month-to-month,206.86,4,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10690,35,1,Month-to-month,110.56,2,Bank transfer (automatic),Yes,No,No,No
CUST-10691,1,1,Month-to-month,231.76,2,Credit card (automatic),Yes,No,No,DSL
CUST-10692,17,1,One year,239.56,1,Electronic check,No,Yes,No,No
CUST-10693,1,1,Month-to-month,114.35,5,Credit card (automatic),Yes,No,No,DSL
CUST-10694,16,1,Month-to-month,119.88,1,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10695,7,1,One year,150.13,3,Electronic check,Yes,Yes,No,Fiber optic
CUST-10696,1,1,Month-to-month,237.22,1,Electronic check,Yes,No,No,DSL
CUST-10697,15,1,One year,224.26,2,Electronic check,Yes,No,No,Fiber optic
CUST-10698,13,1,Month-to-month,69.51,2,Credit card (automatic),Yes,No,No,No
CUST-10699,2,1,Month-to-month,127.55,0,Bank transfer (automatic),Yes,No,No,DSL
CUST-10700,3,1,One year,159.67,1,Credit card (automatic),No,No,No,Fiber optic
CUST-10701,2,1,Month-to-month,149.63,3,Bank transfer (automatic),No,No,Yes,DSL
CUST-10702,7,1,Month-to-month,87.77,2,Electronic check,Yes,No,No,No
CUST-10703,6,1,Month-to-month,220.76,2,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-10704,5,1,Month-to-month,184.39,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-10705,48,0,Two year,216.58,0,Electronic check,Yes,Yes,No,Fiber optic
CUST-10706,7,1,Month-to-month,220.75,4,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10707,37,0,Two year,198.67,0,Electronic check,Yes,No,Yes,Fiber optic
CUST-10708,6,1,Month-to-month,136.84,2,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-10709,30,1,One year,171.11,1,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-10710,58,0,One year,81.07,0,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10711,10,1,One year,183.73,0,Credit card (automatic),Yes,No,No,DSL
CUST-10712,2,1,Month-to-month,84.85,2,Electronic check,Yes,No,No,No
CUST-10713,1,1,Month-to-month,187.79,2,Credit card (automatic),No,No,No,Fiber optic
CUST-10714,29,1,Month-to-month,94.92,0,Credit card (automatic),Yes,Yes,No,DSL
CUST-10715,50,1,Two year,72.51,0,Bank transfer (automatic),No,No,No,DSL
CUST-10716,8,0,Two year,82.06,2,Bank transfer (automatic),No,Yes,Yes,Fiber optic
CUST-10717,33,0,Two year,49.4,2,Bank transfer (automatic),No,Yes,Yes,DSL
CUST-10718,19,1,Month-to-month,192.75,1,Electronic check,No,Yes,No,DSL
CUST-10719,49,0,One year,195.48,2,Bank transfer (automatic),No,Yes,No,DSL
CUST-10720,20,1,Two year,151.99,1,Bank transfer (automatic),No,Yes,No,No
CUST-10721,12,1,Month-to-month,81.27,3,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10722,4,1,Month-to-month,65.71,1,Electronic check,Yes,No,No,No
CUST-10723,1,1,One year,52.83,1,Electronic check,No,No,No,DSL
CUST-10724,6,1,One year,82.15,6,Electronic check,No,Yes,Yes,Fiber optic
CUST-10725,40,1,Two year,227.17,1,Credit card (automatic),No,Yes,No,DSL
CUST-10726,1,1,Month-to-month,97.31,1,Credit card (automatic),No,No,No,Fiber optic
CUST-10727,51,1,Two year,119.85,2,Bank transfer (automatic),No,No,Yes,DSL
CUST-10728,19,1,Month-to-month,70.07,0,Credit card (automatic),No,No,No,DSL
CUST-10729,3,1,Month-to-month,93.47,1,Electronic check,No,Yes,No,DSL
CUST-10730,5,1,Month-to-month,152.84,0,Credit card (automatic),Yes,No,No,Fiber optic
CUST-10731,69,0,Two year,170.55,0,Bank transfer (automatic),No,No,No,DSL
CUST-10732,54,0,One year,98.07,1,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10733,3,1,One year,60.55,3,Bank transfer (automatic),No,Yes,No,DSL
CUST-10734,3,1,Month-to-month,127.21,2,Credit card (automatic),No,Yes,No,DSL
CUST-10735,8,0,Two year,95.84,0,Credit card (automatic),Yes,Yes,Yes,No
CUST-10736,13,0,Month-to-month,92.91,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10737,6,1,Two year,240.97,1,Credit card (automatic),No,No,No,DSL
CUST-10738,2,1,Month-to-month,172.26,3,Electronic check,Yes,No,Yes,DSL
CUST-10739,2,1,Month-to-month,160.38,2,Electronic check,Yes,No,No,No
CUST-10740,13,1,Month-to-month,132.16,1,Electronic check,Yes,No,No,DSL
CUST-10741,4,1,Month-to-month,134.79,0,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10742,20,1,One year,157.18,3,Electronic check,No,Yes,No,Fiber optic
CUST-10743,3,1,One year,188.29,3,Electronic check,No,No,No,DSL
CUST-10744,6,1,Month-to-month,189.43,2,Electronic check,No,No,No,DSL
CUST-10745,21,0,Two year,83.34,2,Credit card (automatic),Yes,Yes,No,No
CUST-10746,15,1,Month-to-month,149.02,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-10747,23,1,One year,131.39,0,Credit card (automatic),Yes,No,No,No
CUST-10748,16,1,Two year,223.11,1,Electronic check,No,No,No,Fiber optic
CUST-10749,7,1,One year,175.28,1,Electronic check,Yes,Yes,Yes,No
CUST-10750,8,1,Month-to-month,155.5,1,Credit card (automatic),No,No,No,No
CUST-10751,71,0,Two year,72.08,1,Electronic check,Yes,No,No,DSL
CUST-10752,8,1,One year,170.13,2,Electronic check,Yes,No,No,DSL
CUST-10753,14,1,Month-to-month,72.44,1,Electronic check,No,Yes,No,Fiber optic
CUST-10754,2,1,Month-to-month,116.44,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10755,71,0,Two year,77.57,0,Credit card (automatic),No,No,No,Fiber optic
CUST-10756,6,1,One year,187.41,2,Electronic check,Yes,No,No,Fiber optic
CUST-10757,9,0,One year,90.25,1,Electronic check,Yes,Yes,No,DSL
CUST-10758,9,0,Two year,127.37,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10759,37,0,Two year,228.13,3,Credit card (automatic),Yes,Yes,No,No
CUST-10760,12,0,Month-to-month,89.86,1,Credit card (automatic),No,Yes,No,Fiber optic
CUST-10761,4,1,Month-to-month,150.56,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-10762,10,1,Month-to-month,132.85,0,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-10763,2,1,One year,52.62,1,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-10764,4,1,Month-to-month,207.55,1,Credit card (automatic),No,Yes,Yes,Fiber optic
CUST-10765,12,1,One year,62.81,1,Credit card (automatic),No,No,No,Fiber optic
CUST-10766,17,1,One year,143.85,2,Electronic check,Yes,Yes,No,DSL
CUST-10767,39,1,Two year,161.14,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-10768,7,1,Month-to-month,174.69,2,Credit card (automatic),No,No,Yes,Fiber optic
CUST-10769,31,0,Two year,186.73,2,Electronic check,No,No,No,No
CUST-10770,1,1,Month-to-month,99.65,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10771,45,0,Two year,51.0,1,Bank transfer (automatic),No,Yes,No,DSL
CUST-10772,1,1,Month-to-month,193.69,1,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10773,8,0,Month-to-month,156.13,0,Bank transfer (automatic),No,Yes,Yes,DSL
CUST-10774,5,1,Two year,216.22,1,Bank transfer (automatic),No,Yes,No,No
CUST-10775,4,1,Month-to-month,213.28,0,Electronic check,No,No,Yes,DSL
CUST-10776,5,1,Month-to-month,217.67,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10777,15,1,One year,146.02,2,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10778,32,1,One year,115.73,1,Electronic check,Yes,Yes,No,No
CUST-10779,2,1,One year,207.31,0,Electronic check,No,No,No,DSL
CUST-10780,7,1,One year,139.26,1,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-10781,16,1,One year,85.69,2,Electronic check,Yes,Yes,No,DSL
CUST-10782,10,0,Month-to-month,219.99,2,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10783,3,1,Month-to-month,225.51,0,Electronic check,No,Yes,Yes,Fiber optic
CUST-10784,2,1,Month-to-month,142.26,2,Electronic check,Yes,Yes,No,No
CUST-10785,16,0,Two year,64.14,2,Credit card (automatic),Yes,Yes,No,DSL
CUST-10786,25,0,One year,126.57,1,Electronic check,Yes,No,No,Fiber optic
CUST-10787,5,1,Month-to-month,209.71,0,Credit card (automatic),No,No,No,DSL
CUST-10788,21,1,Month-to-month,229.35,1,Credit card (automatic),No,Yes,Yes,No
CUST-10789,14,0,Two year,89.69,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-10790,1,1,Month-to-month,62.39,2,Electronic check,No,Yes,No,DSL
CUST-10791,8,1,One year,224.47,3,Credit card (automatic),No,Yes,No,DSL
CUST-10792,13,1,One year,126.88,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-10793,37,0,One year,157.35,1,Bank transfer (automatic),No,Yes,No,DSL
CUST-10794,3,1,Month-to-month,242.61,0,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-10795,44,0,Two year,62.31,2,Electronic check,No,No,No,DSL
CUST-10796,24,0,Two year,178.66,0,Credit card (automatic),Yes,No,No,No
CUST-10797,19,1,One year,63.82,2,Electronic check,Yes,No,No,Fiber optic
CUST-10798,1,1,One year,124.09,4,Electronic check,Yes,Yes,No,No
CUST-10799,60,0,Two year,209.76,2,Electronic check,Yes,Yes,Yes,DSL
CUST-10800,68,0,One year,135.69,0,Bank transfer (automatic),No,Yes,Yes,Fiber optic
CUST-10801,2,1,Month-to-month,248.44,2,Bank transfer (automatic),Yes,Yes,Yes,DSL
CUST-10802,35,0,One year,160.81,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10803,11,1,One year,113.23,1,Electronic check,No,No,No,No
CUST-10804,9,1,Month-to-month,93.02,2,Electronic check,Yes,No,No,DSL
CUST-10805,38,1,One year,119.1,3,Credit card (automatic),Yes,Yes,Yes,DSL
CUST-10806,46,0,Two year,123.51,0,Bank transfer (automatic),No,Yes,Yes,DSL
CUST-10807,66,0,Two year,62.74,4,Bank transfer (automatic),No,No,No,DSL
CUST-10808,12,1,Month-to-month,122.91,1,Electronic check,Yes,Yes,No,No
CUST-10809,40,1,Month-to-month,141.85,0,Electronic check,Yes,No,No,DSL
CUST-10810,21,1,Two year,193.55,0,Credit card (automatic),No,No,No,No
CUST-10811,24,0,Two year,180.35,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-10812,14,1,Month-to-month,190.75,0,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-10813,68,0,Two year,50.67,4,Credit card (automatic),Yes,Yes,Yes,No
CUST-10814,67,0,Two year,92.53,1,Bank transfer (automatic),Yes,Yes,Yes,DSL
CUST-10815,2,1,One year,181.34,0,Credit card (automatic),No,No,Yes,DSL
CUST-10816,10,0,One year,145.8,3,Bank transfer (automatic),No,No,Yes,No
CUST-10817,38,1,Month-to-month,50.06,1,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10818,4,1,Month-to-month,209.9,1,Bank transfer (automatic),No,No,No,Fiber optic
CUST-10819,2,1,Month-to-month,203.56,1,Electronic check,Yes,No,No,Fiber optic
CUST-10820,1,1,Two year,158.68,1,Electronic check,Yes,No,No,DSL
CUST-10821,3,1,Month-to-month,62.29,2,Credit card (automatic),No,No,No,No
CUST-10822,10,0,Month-to-month,202.3,0,Credit card (automatic),Yes,No,Yes,No
CUST-10823,13,1,Month-to-month,165.74,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-10824,2,1,One year,205.39,4,Electronic check,No,Yes,No,DSL
CUST-10825,8,0,Two year,199.35,0,Electronic check,Yes,No,No,No
CUST-10826,11,1,Month-to-month,209.6,2,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10827,2,1,Month-to-month,152.6,1,Electronic check,No,Yes,Yes,Fiber optic
CUST-10828,15,1,One year,77.06,2,Electronic check,No,No,No,DSL
CUST-10829,9,0,Month-to-month,183.23,1,Credit card (automatic),Yes,No,Yes,No
CUST-10830,17,1,Month-to-month,173.09,2,Credit card (automatic),No,No,No,No
CUST-10831,2,1,Month-to-month,197.45,2,Electronic check,Yes,Yes,No,DSL
CUST-10832,12,0,Month-to-month,82.98,0,Bank transfer (automatic),Yes,No,Yes,No
CUST-10833,7,1,Month-to-month,88.0,3,Credit card (automatic),No,Yes,Yes,Fiber optic
CUST-10834,2,1,Month-to-month,227.08,0,Bank transfer (automatic),No,No,Yes,Fiber optic
CUST-10835,1,1,Month-to-month,199.0,3,Credit card (automatic),Yes,Yes,Yes,No
CUST-10836,16,1,Two year,230.65,2,Electronic check,Yes,No,No,Fiber optic
CUST-10837,1,1,Month-to-month,200.74,1,Electronic check,Yes,No,No,Fiber optic
CUST-10838,4,1,One year,168.43,5,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-10839,30,0,One year,179.83,0,Credit card (automatic),Yes,No,No,DSL
CUST-10840,5,1,Month-to-month,226.83,1,Electronic check,Yes,No,No,DSL
CUST-10841,7,1,One year,164.76,1,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-10842,4,1,Month-to-month,175.48,0,Credit card (automatic),Yes,Yes,Yes,No
CUST-10843,52,1,Two year,80.3,1,Electronic check,Yes,Yes,No,No
CUST-10844,3,1,Month-to-month,143.78,1,Electronic check,No,Yes,Yes,Fiber optic
CUST-10845,4,1,Month-to-month,192.28,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10846,15,1,Month-to-month,103.19,2,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-10847,1,1,Two year,89.45,2,Electronic check,No,Yes,No,DSL
CUST-10848,9,1,One year,111.77,1,Electronic check,No,Yes,No,Fiber optic
CUST-10849,9,1,One year,97.3,1,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10850,1,1,Month-to-month,91.98,2,Electronic check,Yes,Yes,No,Fiber optic
CUST-10851,68,0,One year,133.97,0,Bank transfer (automatic),No,Yes,No,Fiber optic
CUST-10852,2,1,Month-to-month,230.57,0,Electronic check,Yes,Yes,Yes,DSL
CUST-10853,41,1,Two year,150.41,2,Bank transfer (automatic),No,No,No,DSL
CUST-10854,7,1,Month-to-month,86.58,1,Electronic check,Yes,No,No,DSL
CUST-10855,1,1,Month-to-month,64.39,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-10856,2,1,Month-to-month,188.23,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-10857,15,1,Month-to-month,125.56,0,Credit card (automatic),No,No,Yes,DSL
CUST-10858,27,1,One year,213.37,0,Electronic check,No,No,No,Fiber optic
CUST-10859,2,1,Month-to-month,180.9,2,Electronic check,Yes,No,No,DSL
CUST-10860,19,1,One year,208.25,0,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10861,12,1,Month-to-month,103.39,0,Credit card (automatic),Yes,No,No,DSL
CUST-10862,13,1,One year,187.47,1,Bank transfer (automatic),Yes,No,Yes,DSL
CUST-10863,1,1,Month-to-month,101.81,3,Credit card (automatic),No,Yes,No,DSL
CUST-10864,3,1,Month-to-month,236.81,0,Bank transfer (automatic),Yes,Yes,No,No
CUST-10865,14,1,One year,176.27,3,Credit card (automatic),No,No,No,DSL
CUST-10866,1,1,Month-to-month,113.9,3,Bank transfer (automatic),No,No,No,DSL
CUST-10867,8,1,Month-to-month,102.9,2,Bank transfer (automatic),No,No,No,No
CUST-10868,15,0,Two year,87.19,1,Electronic check,No,No,Yes,DSL
CUST-10869,26,0,Two year,187.93,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-10870,1,1,Month-to-month,92.74,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10871,3,1,Month-to-month,168.06,1,Electronic check,Yes,Yes,No,Fiber optic
CUST-10872,19,0,One year,101.93,3,Credit card (automatic),Yes,No,No,DSL
CUST-10873,1,1,Month-to-month,181.39,1,Electronic check,Yes,Yes,No,DSL
CUST-10874,1,1,Month-to-month,211.99,1,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-10875,4,1,Month-to-month,204.61,1,Electronic check,No,No,Yes,No
CUST-10876,2,1,One year,201.17,3,Electronic check,Yes,No,No,Fiber optic
CUST-10877,21,0,One year,86.54,2,Credit card (automatic),No,Yes,No,DSL
CUST-10878,15,1,Month-to-month,66.68,0,Credit card (automatic),No,Yes,No,Fiber optic
CUST-10879,3,1,Month-to-month,188.79,3,Bank transfer (automatic),No,Yes,No,DSL
CUST-10880,11,1,Month-to-month,122.67,2,Bank transfer (automatic),Yes,Yes,No,No
CUST-10881,21,1,One year,135.47,2,Credit card (automatic),Yes,No,No,Fiber optic
CUST-10882,1,1,Month-to-month,55.23,3,Electronic check,Yes,Yes,No,Fiber optic
CUST-10883,3,1,Month-to-month,100.92,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-10884,70,0,Two year,55.74,1,Credit card (automatic),Yes,No,Yes,DSL
CUST-10885,1,1,Month-to-month,224.84,3,Credit card (automatic),No,No,No,DSL
CUST-10886,6,1,One year,97.68,3,Electronic check,Yes,Yes,No,No
CUST-10887,2,1,Month-to-month,160.47,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-10888,2,1,Month-to-month,56.8,3,Electronic check,No,Yes,Yes,DSL
CUST-10889,7,1,Month-to-month,182.37,2,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10890,65,1,One year,113.61,2,Credit card (automatic),Yes,No,No,No
CUST-10891,39,0,Two year,228.58,2,Bank transfer (automatic),No,No,Yes,No
CUST-10892,30,0,Two year,226.62,2,Credit card (automatic),Yes,No,No,DSL
CUST-10893,6,1,Month-to-month,114.06,4,Electronic check,No,Yes,No,DSL
CUST-10894,3,1,One year,229.19,1,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10895,2,1,Month-to-month,248.23,1,Credit card (automatic),No,No,Yes,Fiber optic
CUST-10896,2,1,Month-to-month,214.08,1,Electronic check,Yes,No,Yes,DSL
CUST-10897,17,1,Two year,217.97,2,Credit card (automatic),Yes,No,No,DSL
CUST-10898,7,1,Month-to-month,98.8,0,Credit card (automatic),Yes,No,No,DSL
CUST-10899,3,1,Month-to-month,164.34,1,Bank transfer (automatic),Yes,Yes,Yes,DSL
CUST-10900,3,1,Month-to-month,62.45,0,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-10901,8,1,Month-to-month,67.98,4,Bank transfer (automatic),Yes,Yes,No,DSL
CUST-10902,6,1,Month-to-month,248.78,2,Electronic check,Yes,No,Yes,Fiber optic
CUST-10903,13,1,One year,114.33,4,Credit card (automatic),Yes,No,No,Fiber optic
CUST-10904,1,1,Month-to-month,198.64,2,Bank transfer (automatic),Yes,No,No,Fiber optic
CUST-10905,10,0,Two year,210.33,1,Bank transfer (automatic),Yes,No,No,No
CUST-10906,17,1,Two year,220.6,1,Electronic check,No,Yes,No,Fiber optic
CUST-10907,1,1,Month-to-month,248.53,3,Electronic check,Yes,No,No,No
CUST-10908,3,1,Month-to-month,97.3,3,Electronic check,Yes,Yes,Yes,Fiber optic
CUST-10909,24,1,Month-to-month,57.07,1,Credit card (automatic),No,Yes,No,DSL
CUST-10910,19,0,One year,131.24,0,Bank transfer (automatic),No,Yes,No,No
CUST-10911,9,1,Month-to-month,75.02,2,Bank transfer (automatic),Yes,No,No,DSL
CUST-10912,16,1,One year,53.49,3,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-10913,4,1,Month-to-month,121.09,2,Bank transfer (automatic),Yes,Yes,No,Fiber optic
CUST-10914,8,1,One year,205.75,0,Credit card (automatic),Yes,No,Yes,No
CUST-10915,11,1,Month-to-month,162.24,0,Electronic check,No,No,No,Fiber optic
CUST-10916,10,1,Month-to-month,111.56,2,Credit card (automatic),Yes,Yes,No,DSL
CUST-10917,4,1,Two year,179.87,0,Bank transfer (automatic),No,Yes,No,DSL
CUST-10918,34,1,One year,95.4,1,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-10919,5,1,Month-to-month,51.88,1,Credit card (automatic),Yes,No,Yes,Fiber optic
CUST-10920,35,0,Two year,201.87,0,Credit card (automatic),No,Yes,Yes,DSL
CUST-10921,15,1,Month-to-month,173.75,1,Bank transfer (automatic),Yes,No,No,DSL
CUST-10922,7,1,Two year,201.46,1,Credit card (automatic),Yes,No,No,Fiber optic
CUST-10923,49,1,Two year,56.79,2,Electronic check,No,No,No,DSL
CUST-10924,3,1,Month-to-month,216.42,2,Bank transfer (automatic),No,No,No,No
CUST-10925,2,1,Month-to-month,172.91,0,Bank transfer (automatic),No,No,Yes,No
CUST-10926,4,1,Month-to-month,161.68,3,Electronic check,Yes,No,No,Fiber optic
CUST-10927,18,0,One year,173.92,0,Credit card (automatic),Yes,Yes,No,Fiber optic
CUST-10928,2,1,One year,221.89,1,Credit card (automatic),No,No,No,No
CUST-10929,7,1,Month-to-month,166.39,2,Electronic check,Yes,No,No,Fiber optic
CUST-10930,8,1,Month-to-month,165.19,3,Bank transfer (automatic),No,Yes,No,Fiber optic
CUST-10931,9,1,Two year,247.14,0,Credit card (automatic),Yes,No,No,No
CUST-10932,44,0,Two year,200.35,1,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic
CUST-10933,29,1,One year,137.46,1,Electronic check,No,Yes,No,Fiber optic
CUST-10934,2,1,Month-to-month,190.48,1,Credit card (automatic),Yes,Yes,Yes,Fiber optic
CUST-10935,12,1,Month-to-month,126.85,1,Electronic check,Yes,No,No,No
CUST-10936,1,1,Month-to-month,94.78,1,Bank transfer (automatic),Yes,No,Yes,Fiber optic
CUST-10937,12,1,Two year,168.37,1,Credit card (automatic),Yes,Yes,No,No
CUST-10938,1,1,Month-to-month,234.64,3,Credit card (automatic),Yes,No,No,DSL
CUST-10939,21,1,One year,234.83,0,Electronic check,Yes,Yes,No,DSL
